,id,start_date,end_date,created_on,latitud,longitud,place_l2,place_l3,place_l4,place_l5,place_l6,operation,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_currency,property_title
9872,qDsTWi7TVh8y05vG3tZkbQ==,2021-05-18,2021-06-05,2021-05-18,-34.5890663246,-58.3831364889,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,40.0,37.0,150000.0,USD,Departamento - Recoleta
216661,IZj+I2nmy8BAO69MsvYoVw==,2021-12-22,2022-01-27,2021-12-22,-34.5690746,-58.4523639,Capital Federal,Belgrano,,,,Venta,Departamento,5.0,3.0,279.0,245.0,990000.0,USD,Departamento - Belgrano
112159,br1g751Lcob/ZDHv1+9Tnw==,2021-01-23,2021-02-03,2021-01-23,,,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,70.0,67.0,235000.0,USD,ESPECTACULAR  TORRE  DEPTO  3 AMB 2 BAÑOS COMPLETOS CON AMENITIES 
18155,X5O+IHEwhBZBYXZKTEe9Hw==,2021-08-28,2022-02-09,2021-08-28,-34.636907,-58.374749,Capital Federal,Barracas,,,,Venta,Departamento,3.0,2.0,105.0,99.0,235000.0,USD,3 AMBIENTES CON DEPENDENCIAS EN BARRACAS LUMINOSO
456616,UVh4kmi7U+LksRUpR68U/Q==,2021-12-16,2022-02-09,2021-12-16,-34.6036296353,-58.4650468831,Capital Federal,Villa General Mitre,,,,Venta,Departamento,3.0,2.0,69.0,64.0,110000.0,USD,Venta dto 3 amb con balcón Villa Gral Mitre 
197926,XTpzMOryjWlPKBq+4b+h1g==,2021-04-17,2021-04-19,2021-04-17,-34.601926,-58.3753629,Capital Federal,San Nicolás,,,,Venta,Departamento,1.0,,,37.0,48000.0,USD,Alquiler Departamento alto Apto Profesional - San Nicolas Centro - 37m2
308036,3nkmmp+eKcYs6kbcwjMTzQ==,2021-01-28,2022-05-08,2021-01-28,-34.5765836,-58.4584625,Capital Federal,Colegiales,,,,Venta,Departamento,2.0,1.0,43.0,38.0,75000.0,USD,Departamento - Colegiales
331005,wSxJHnpvYKB6Us7gq2dXrw==,2021-01-15,2021-11-04,2021-01-15,-34.6614172,-58.4742096,Capital Federal,Villa Lugano,,,,Venta,Departamento,1.0,,,44.0,50000.0,USD,Venta Departamento Tipo Casa en Planta Baja en Villa Lugano
406182,flt/sz4VrsmHWZ12aCXj8A==,2021-01-07,2021-06-05,2021-01-07,-34.6087309,-58.423465,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,47.0,44.0,98500.0,USD,Departamento - Almagro 2 Ambientes con balcon. Cocina y Lavadero independientes. Muy luminoso!!!
287805,r79YQIgf32viRvEOL8hK9Q==,2021-06-16,2021-07-20,2021-06-16,-34.6171199437,-58.4905381429,Capital Federal,Villa del Parque,,,,Venta,Departamento,3.0,2.0,68.0,58.0,135000.0,USD,Departamento - B.Santa Rita
82500,pJ2YWKrOWpPEdVsZ7thasA==,2021-03-12,2021-04-10,2021-03-12,-34.5690241,-58.4876427,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,60.0,54.0,170000.0,USD,"Amplio 3 amb con cochera - 60mtrs, Villa Urquiza"
428152,wTSX2uWk4GqNjEBS66ryeQ==,2021-12-16,2022-02-09,2021-12-16,-34.5572691,-58.4770108,Capital Federal,Saavedra,,,,Venta,PH,4.0,3.0,138.0,112.0,275000.0,USD,VENTA PH 4 AMB EN SAAVEDRA CON COCHERA y PARRILLA
88288,cOPIzQOqYu1i9fTSCsq/NQ==,2021-05-14,2021-06-18,2021-05-14,-34.5581473,-58.4655541,Capital Federal,Coghlan,,,,Venta,PH,5.0,4.0,225.0,190.0,330000.0,USD,VENTA PH TIPO CASA 5 AMB. COCHERA TERRAZA COGHLAN
55392,xF/sBSzxbsLhQAah4iXEdg==,2021-01-11,2021-02-22,2021-01-11,-34.6524443,-58.4757386,Capital Federal,Mataderos,,,,Venta,PH,3.0,2.0,79.0,74.0,130000.0,USD,Venta PH de 3 Amb. con COCHERA. Sin expensas
96207,EM4lNBu8uLAGJqtdAFZMJQ==,2021-07-02,2021-07-03,2021-07-02,-34.5530301,-58.4676608,Capital Federal,Nuñez,,,,Venta,Departamento,2.0,1.0,50.0,47.0,130000.0,USD,Venta-Depto-2 amb-Balcón-Frente-Amenities-Nuñez
404773,kQFLAVPkn4roM2RoOqbR1g==,2021-08-13,2022-09-16,2021-08-13,-34.5888207,-58.4030585,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,39.0,36.0,120000.0,USD,French 2800 Piso 7 Recoleta 3 amb. cfte. c/balcón. Amenities: pileta. Muy luminoso!!
84125,NmDjUuwCZf2PgIqYnm93UA==,2021-02-05,2021-12-08,2021-02-05,-34.6099459,-58.4037046,Capital Federal,Balvanera,,,,Venta,Departamento,5.0,4.0,234.0,234.0,225000.0,USD,"Oportunidad, valor m2 USD 962, departamento a reciclar, gran potencial."
447784,CzTZ0JVywYihPf5Irqd3Dw==,2021-05-22,2021-07-06,2021-05-22,-34.6143252,-58.423635,Capital Federal,Almagro,,,,Venta,PH,4.0,3.0,140.0,140.0,125000.0,USD,PH EN VENTA ALMAGRO
201661,vcG4G/g5rmqlPLNIUMKGWQ==,2021-11-15,2021-11-16,2021-11-15,-34.5847197,-58.4121952,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,,38.0,95000.0,USD,Departamento - Palermo
446385,OA2UXc3VXcsrmuLQv2kBAQ==,2021-01-14,2021-11-03,2021-01-14,-34.6017756,-58.4643023,Capital Federal,Paternal,,,,Venta,Departamento,2.0,1.0,116.0,52.0,197000.0,USD,VENTA - Piso 2 ambientes a estrenar con terraza propia en Paternal
204856,oJHfiyAPh0WJOF5xn816NA==,2021-12-11,2022-01-27,2021-12-11,-34.6257557,-58.5154255,Capital Federal,Floresta,,,,Venta,PH,5.0,3.0,119.0,108.0,155000.0,USD,PH - Monte Castro
408152,ts3vDey0/t+aGnwkvp5ksA==,2021-03-05,2021-03-08,2021-03-05,-34.581682,-58.4226071,Capital Federal,Palermo,Palermo Soho,,,Venta,Departamento,2.0,1.0,61.0,56.0,175000.0,USD,Alucinante Departamento 2 ambientes a Estrenar en Palermo Soho
344804,f1v14V1wiy/cIX5Y5LHwcg==,2021-12-02,2022-01-27,2021-12-02,-34.593879,-58.4127483,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,66.0,58.0,148000.0,USD,Departamento - Palermo
7328,pqGBwZG8KE7mb5Bk9DsPlg==,2021-02-09,2021-05-11,2021-02-09,-34.5648712803,-58.4368926028,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,109.0,98.0,390000.0,USD,HERMOSO SEMIPISO DE 3 AMBIENTES - BALCON CON VISTA ABIERTA - COCHERA - LA IMPRENTA
344956,iS7P2VpyJpJ9Qn9cBz+5rg==,2021-12-02,2022-01-27,2021-12-02,-34.5647805,-58.4626527,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,4.0,272.0,,729000.0,USD,VENTA DUPLEX 4 DORMITORIOS CON TERRAZA
92104,PV0A6zaNLd0nw9ovvPWahg==,2021-08-03,2021-08-08,2021-08-03,-34.5948318,-58.4198205,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,60.0,57.0,154017.0,USD,3 AMBIENTES EMPRENDIMIENTO PALERMO SOHO
117909,PpSIPgEHkLTWUyMuH6YpMg==,2021-08-18,2021-08-27,2021-08-18,-34.6164799,-58.3915154,Capital Federal,Monserrat,,,,Venta,Departamento,5.0,3.0,101.0,93.0,130000.0,USD,DEPARTAMENTO 4 AMB 7º P BALCON AL FRENTE MONSERRAT
27850,JDvHZS6Tb4wO20lUv7QIVQ==,2021-12-03,2022-01-27,2021-12-03,-34.596566,-58.4033502,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,1.0,45.0,39.0,120000.0,USD,Hermoso monoambiente A ESTRENAR en Recoleta - Av. Pueyrredón
358287,0G2VUKiGgqOOIHJLO1PKlQ==,2021-06-29,9999-12-31,2021-06-29,-34.5907672,-58.4172192,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,32.0,28.0,93000.0,USD,Departamento 1 amb en Venta en Palermo
7832,noxb8uxEqVIxmZxfzz7p1A==,2021-02-09,2021-06-01,2021-02-09,-34.5973184,-58.3896387,Capital Federal,Barrio Norte,,,,Venta,Departamento,2.0,1.0,30.0,30.0,74900.0,USD,Marcelo T de Alvear 1600 y R Peña 2 Ambientes 30 m2 Interno
225484,RuHwUcfQWYp4j04GM1N4tQ==,2021-05-30,2021-06-08,2021-05-30,-34.554653,-58.467474,Capital Federal,Nuñez,,,,Venta,Departamento,1.0,,34.0,34.0,93000.0,USD,RETASADO Espect MONO mucha onda p/ mudarse YA!
131785,t+xXPNjPjtIbOX4VkkVNGQ==,2021-05-27,2021-09-11,2021-05-27,-34.6161128,-58.4590177,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,78.0,67.0,175000.0,USD,"Edificio en construcción en Caballito Norte, Plaza Irlanda - Departamento 7 A"
84356,9585zM0Rkqz79FQxiAbGNw==,2021-02-05,2022-04-27,2021-02-05,-34.620155,-58.3915285,Capital Federal,San Cristobal,,,,Venta,Departamento,3.0,2.0,54.0,54.0,105000.0,USD,Departamento - San Cristobal
70860,Xa/Tw715Jaw/Cm+AK2WFdw==,2021-09-23,2021-12-11,2021-09-23,-34.6000765,-58.4814714,Capital Federal,Villa del Parque,,,,Venta,Departamento,2.0,1.0,30.0,30.0,44999.0,USD,Departamento - Villa del Parque
196490,Balq9wsNFAjD2PXmHUMtmQ==,2021-07-26,2021-08-18,2021-07-26,-34.5996184,-58.389786,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,,100.0,280000.0,USD,Departamento - Recoleta
280744,u703+heEqnR9l5Bd5unAjA==,2021-12-29,2022-01-27,2021-12-29,-34.6452612,-58.4487161,Capital Federal,Flores,,,,Venta,PH,3.0,2.0,85.0,65.0,64000.0,USD,Saraza 2400 y Rivera Indarte - PH 3 ambientes - terraza - parrilla
55187,cSAn4yN5mNmBxCBMm114xQ==,2021-01-11,2021-03-01,2021-01-11,-34.5633137481,-58.4640975884,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,100.0,95.0,249000.0,USD,"Departamento Venta en Belgrano, 4 Amb. c/COCHERA"
368946,xikFk1Zyh9NqZWd88qch9w==,2021-05-06,2021-06-05,2021-05-06,-34.5909743,-58.3926618,Capital Federal,Recoleta,,,,Venta,Departamento,5.0,4.0,,168.0,430000.0,USD,Departamento - Recoleta
149352,uc4DkIQ+thD2XjokB1JmvA==,2021-05-12,2021-05-14,2021-05-12,-34.5593183,-58.4454754,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,65.0,60.0,175000.0,USD,Departamento - Belgrano
17782,GsSylkUsKt4RTXxImbi38g==,2021-08-28,2021-09-02,2021-08-28,-34.579187,-58.436234,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,56.0,50.0,170000.0,USD,2 AMB C/ BALCÓN + COCHERA CUBIERTA OPCIONAL
92873,LC2FtTjp1MDWOX/FoM8dFQ==,2021-08-03,2021-08-08,2021-08-03,-34.66135,-58.5076,Capital Federal,Mataderos,,,,Venta,Departamento,1.0,1.0,41.0,36.0,57000.0,USD,MONOAMBIENTE - VENTA EN POZO DESDE USD 50.000
132367,05jWlSEnJz7wkDB9KB3RsQ==,2021-02-18,2021-03-02,2021-02-18,-34.5792054,-58.3989496,Capital Federal,Palermo,Palermo Chico,,,Venta,Casa,,4.0,1000.0,990.0,4500000.0,USD,VENTA en Palermo Chico Barrio Parque Casa estilo inglés americano de gran categoría
25705,/TWXGBkL/pGbEiqElZhHzg==,2021-06-24,2022-03-25,2021-06-24,-34.625403,-58.4811242,Capital Federal,Flores,,,,Venta,Departamento,3.0,2.0,66.0,60.0,93000.0,USD,Departamento - Flores
418446,zfRliBYJB7WDBWwww1aIXQ==,2021-10-14,2021-10-30,2021-10-14,-34.6119966,-58.4194955,Capital Federal,Almagro,,,,Venta,PH,4.0,3.0,82.0,56.0,265000.0,USD,VENTA PH 4 AMB+TERRAZA+QUINCHO en ALMAGRO
438438,CiA95kcnii/MD0bUqwjqUw==,2021-04-23,2021-06-05,2021-04-23,-34.604325,-58.4093074,Capital Federal,Abasto,,,,Venta,Departamento,1.0,,42.0,42.0,68000.0,USD,Divino Monoambiente c/Patio!
17101,nMVx8RooDmijBHKrGSW6bg==,2021-06-10,2021-06-11,2021-06-10,-34.6246826,-58.436761,Capital Federal,Caballito,,,,Venta,Departamento,5.0,4.0,309.0,200.0,560000.0,USD,Departamento - Caballito
293142,hXRtkPJplZ6ItyeA9F70Zg==,2021-02-23,2021-06-05,2021-02-23,-34.5794117,-58.4334212,Capital Federal,Palermo,Palermo Soho,,,Venta,Departamento,1.0,,45.0,40.0,115000.0,USD,AMPLIO AMBIENTE A ESTRENAR AL CONTRAFRENTE!!
405260,jcdIMlqSaKoSHHDbaVGx9w==,2021-01-07,2021-07-19,2021-01-07,-34.62163,-58.4233531,Capital Federal,Almagro,,,,Venta,PH,2.0,1.0,56.0,45.0,110000.0,USD,PH - Almagro Sur
440571,ZlNmslbHW9n8ILcbijK+cw==,2021-07-20,2021-07-30,2021-07-20,-34.541616,-58.4733768,Capital Federal,Nuñez,,,,Venta,Departamento,3.0,2.0,70.0,62.0,145000.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES NUÑEZ A ESTRENAR
174679,vCAv+d2LxdUbbB3rhaLe/Q==,2021-05-11,2021-05-12,2021-05-11,-34.6310685,-58.4463386,Capital Federal,Parque Chacabuco,,,,Venta,Departamento,3.0,2.0,74.0,67.0,215000.0,USD,VENTA 3 AMB BALCON COCH AMENITIES CABALLITO
60932,Wx9DdbjZphDhslgZZHWFNg==,2021-08-16,2021-08-25,2021-08-16,-34.6019145,-58.395655,Capital Federal,Once,,,,Venta,Departamento,4.0,3.0,107.0,94.0,165000.0,USD,4 AMBIENTES | AYACUCHO al 600
30038,/b52HVlD4s8ZTwW1FEH6+g==,2021-10-15,2021-10-16,2021-10-15,-34.587296,-58.4158873,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,40.0,40.0,68000.0,USD,Departamento - Palermo
304907,4fYKTTYQ8ipKLRqVyxwBqA==,2021-04-15,2021-05-27,2021-04-15,-34.6033761,-58.3963675,Capital Federal,Centro / Microcentro,,,,Venta,Departamento,2.0,1.0,46.0,42.0,81900.0,USD,DEPARTAMENTO 2 AMB CON BALCON - BALVANERA
54068,JIuMPgQa98YeX7sIRVJyhA==,2021-09-22,2022-01-21,2021-09-22,-34.6175180177,-58.3611094,Capital Federal,Puerto Madero,,,,Venta,Departamento,2.0,1.0,77.0,71.0,380000.0,USD,Departamento - Venta -  2 Ambientes - Puerto Madero - Capital Federal -
311517,mDITqJ7O5TaGyZKTHRhfaw==,2021-04-25,2021-06-05,2021-04-25,-34.5817571,-58.4703377,Capital Federal,Villa Urquiza,,,,Venta,Departamento,5.0,4.0,117.0,96.0,370000.0,USD,"Departamento 5 amb. 4 dormitorios, suite - cochera, baulera, Seg. 24hs. Amenities!!!"
128688,j+St+ta+gtMyLoDjj9zw2g==,2021-07-01,2021-08-24,2021-07-01,-34.5429641,-58.4622309,Capital Federal,Nuñez,,,,Venta,Departamento,2.0,1.0,57.0,57.0,198000.0,USD,"VENTA Depto 2 amb c/ balcón terraza, baulera, amenities y seg 24h - Libertador 7800, Nuñez"
105407,dBkTYYB3QGQDaqYBRoOEDQ==,2021-09-10,2021-09-30,2021-09-10,-34.5568656456,-58.4808254242,Capital Federal,Saavedra,,,,Venta,Departamento,1.0,,34.0,32.0,74000.0,USD,SAAVEDRA/COGHLAN-MONOAMB.A ESTRENAR.34M2-C/PLACARD
339756,iHqIxtct+FWj53cT9HWhdA==,2021-06-01,2021-08-13,2021-06-01,-34.5578475,-58.4477689,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,71.0,47.0,134000.0,USD,VENTA- 3 AMBIENTES- EN BELGRANO- CON DOS PATIOS
360310,sdY1rsaJsPxtm5m5cjws5Q==,2021-06-11,2022-06-02,2021-06-11,-34.6202619769,-58.4553227848,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,45.0,38.0,125000.0,USD,Departamento - Caballito
69880,t8UDEMDkLTLYTFkkKcNU8g==,2021-09-23,2021-09-26,2021-09-23,-34.6305381,-58.378409,Capital Federal,Barracas,,,,Venta,Departamento,1.0,,29.0,25.0,48300.0,USD,MONOAMBIENTE EN VENTA PREMIUM en BARRACAS
137117,oPQ/cdcRrU/ixo+GXd3A9A==,2021-01-22,2021-06-30,2021-01-22,-34.5819099,-58.4493808,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,54.0,50.0,169765.0,USD,Venta - Maure 3552 7º N Jardin
117985,zdhjLWEAsXZ09xGpO8/IAQ==,2021-08-18,2021-08-27,2021-08-18,-34.6177796,-58.499021,Capital Federal,Monte Castro,,,,Venta,Departamento,3.0,2.0,90.0,74.0,140000.0,USD,Venta departamento 3 amb c/ balcón Monte Castro
27939,jPt8k8FnrsoxErNYathcCw==,2021-12-03,2022-01-27,2021-12-03,,,Capital Federal,Caballito,,,,Venta,Departamento,4.0,3.0,156.0,,260000.0,USD,Dúplex en altura 4 Amb. al frente con balcón terraza- Fragata P. Sarmiento 1124 - Caballito
321987,jvVuDgIGs+u/G/cALMjDHQ==,2021-06-15,2021-06-15,2021-06-15,-34.5545188,-58.4915986,Capital Federal,Saavedra,,,,Venta,PH,2.0,1.0,52.0,36.0,138500.0,USD,ARIAS 4500 / PH EN VENTA / DOS AMBIENTES CON PATIO LAVADERO Y PARRILLA / SAAVEDRA
162938,padzH2Ol/fqAZHRyj+tgSQ==,2021-11-28,2022-01-27,2021-11-28,-34.6416904,-58.4929891,Capital Federal,Villa Luro,,,,Venta,Casa,5.0,4.0,365.0,315.0,360000.0,USD,Casa - Villa Luro
267081,b2A6cPKIVLv/m5K3+Vq0AA==,2021-09-02,2021-09-02,2021-09-02,-34.5735814491,-58.4888076782,Capital Federal,Villa Urquiza,,,,Venta,Departamento,1.0,,40.0,28.0,75000.0,USD, 40m totales cochera terraza parrilla propia
203304,7tmEouuidqQQYa/byCr1dQ==,2021-05-10,2021-06-05,2021-05-10,-34.6866474,-58.4745715,Capital Federal,Villa Lugano,,,,Venta,PH,2.0,1.0,55.0,45.0,90000.0,USD,PH - Villa Lugano
44017,SK1H9TO/4DzMm9GSa93TDg==,2021-11-23,2022-01-27,2021-11-23,-34.6447699,-58.3733304,Capital Federal,Barracas,,,,Venta,Departamento,3.0,2.0,78.0,,190000.0,USD,Departamento - Barracas
308095,PeqAZ2GQ535AJHkCLSb9aw==,2021-01-28,2021-06-05,2021-01-28,-34.5911227,-58.5122729,Capital Federal,Villa Devoto,,,,Venta,Departamento,2.0,1.0,46.0,44.0,115000.0,USD,"Impecable 2 ambientes con balcon, lavadero separado , sum y parrilla. APTO PROFESIONAL."
